type,text
Tweet,"EMOL SOCIAL FACTS | Negativo Imacec de marzo: Los datos sobre sectores más afectados y los escenarios esperados
&gt; La mirada de economistas a las últimas cifras publicadas por el Banco Central, sus efectos en la economía nacional y lo que se puede proyectar para el transcurso del… https://t.co/BLeEB1krZj"
Tweet,"EMOL SOCIAL FACTS | ¿Por qué no funciona Estadio Seguro? Los flancos débiles y potenciales cursos de acción
&gt; Especialistas revisan el desempeño de la iniciativa desde sus inicios, e identifican las áreas más frágiles que han hecho que su objetivo de seguridad no cumpla con lo… https://t.co/Sdg74X55V7"
Tweet,"EMOL SOCIAL FACTS | Ministro Marcel dice que es “prematuro” poner fin a deuda educativa: Cifras y viabilidad de la condonación del CAE
&gt; Desde el Mineduc y parlamentarios expertos en educación exponen montos disponibles para el Crédito Aval del Estado y evalúan moción legislativa… https://t.co/Oym9lcacII"
Tweet,"EMOL SOCIAL FACTS | Nuevos ataques incendiarios en el sur: Zonas afectadas y la efectividad del Estado de Excepción
&gt; Expertos en seguridad y parlamentarios abordan nueva ola de violencia coordinada, y evalúan el desempeño de las medidas que están siendo aplicadas para enfrentar… https://t.co/H8tC2Pyz8N"
Tweet,"EMOL SOCIAL FACTS | Chile tiene “agotada” su capacidad de absorber migrantes: Radiografía a las cifras y la crisis migratoria
&gt; SERMIG, parlamentarios y expertos evalúan declaraciones del canciller Van Klaveren, exponiendo números de extranjeros, denuncias por pasos no… https://t.co/bBHHVyJplP"
Tweet,"EMOL SOCIAL FACTS | Crimen organizado: Los cambios en la vida de los chilenos ante el avance del narcotráfico
&gt; Expertos en seguridad, académicos y parlamentarios explican cómo la narcocultura y la violencia han incidido en la percepción y formas de vivir de la ciudadanía.… https://t.co/ZXfIVLxlqj"
Tweet,"EMOL SOCIAL FACTS | Fiscalía Nacional y equipos especializados contra homicidios de crimen organizado en Santiago: Indicadores destacados, protocolos y zonas de acción
&gt; Ejes de la estrategia de intervención expedita en el resguardo de la capital, explicada por el Ministerio… https://t.co/UXEpmao75f"
Tweet,"EMOL SOCIAL FACTS | ¿Ingreso clandestino al país como delito? Detalles de la moción y cifras actuales de entradas por pasos no habilitados
&gt; SERMIG, parlamentarios y expertos detallan principales lineamientos del proyecto que se discute en el Congreso.
https://t.co/JpL8kmWSz5 https://t.co/Fy4cwdovye"
Tweet,"EMOL SOCIAL FACTS | Acuerdo de sueldo mínimo de $500.000 para 2024: Efectos en las MiPymes e impacto económico
&gt; Gremios, economistas y parlamentarios evalúan iniciativa establecida ente el Ejecutivo y la CUT, explicando las consecuencias que conllevaría.
https://t.co/2G9grRbDCF https://t.co/HCrgrol9WF"
Tweet,"EMOL SOCIAL FACTS | Rayado a fachadas públicas: ¿Cuáles son las penalidades para quienes cometen estos delitos?
&gt;Casos emblemáticos y marco normativo que rige estos ilícitos, abordado por abogados y el Ministerio de las Culturas, las Artes y el Patrimonio.
https://t.co/zE84qEiIZx https://t.co/Boa05e3H2K"
Tweet,"EMOL SOCIAL FACTS | Percepción de los chilenos ante la migración: Conflictos sociales, “malas experiencias” y una cantidad “excesiva”
&gt; Revisión a cifras de estudios, donde se destaca cómo ha ido avanzando el rechazo a la llegada de migrantes irregulares.
https://t.co/kksmIwaGF1 https://t.co/m1BMfiKLwS"
Tweet,"EMOL SOCIAL FACTS | “Fast track” y prioridad de 31 proyectos de seguridad en el Congreso: Las principales medidas y enfoques
&gt; Evaluación a las iniciativas de la agenda de seguridad, desde la perspectiva de parlamentarios y expertos.
https://t.co/xn4Uq7PLWW https://t.co/WC1sQyLGV7"
Tweet,"EMOL SOCIAL FACTS | Reglas del Uso de la Fuerza (RUF): Lo que contempla este proyecto del Gobierno y su incidencia en las policías
&gt; Parlamentarios y abogados evalúan la moción ingresada por el Ejecutivo, y su efecto en el actuar de las fuerzas policiales.
https://t.co/xvJhr3Uk5A https://t.co/B2FD86Xsgc"
Tweet,"EMOL SOCIAL FACTS | Crimen organizado y homicidios: Las cifras y el impacto de estas bandas en la comisión de estos delitos
&gt; Datos y evolución de estos hechos en el país, que cada vez cuentan con mayor protagonismo por parte de organizaciones criminales.
https://t.co/pX4L4QY6xJ https://t.co/5lIy9YE0nT"
Tweet,"EMOL SOCIAL FACTS | Plan Calle sin Violencia: Detalles de su implementación, alcances que tendrá y los énfasis a considerar
&gt; Desde el Gobierno y expertos en seguridad analizan principales lineamientos, junto con los focos para hacer efectiva esta medida.
https://t.co/TjfEMdMqZ4 https://t.co/9C58u3D8fP"
Tweet,"EMOL SOCIAL FACTS | ¿Estado de Excepción en la Región Metropolitana? Lo que implicaría y su aplicabilidad
&gt; Analistas, parlamentarios y expertos en seguridad evalúan esta potencial medida que ha sido exigida por algunos sectores.
https://t.co/upssBWefH0 https://t.co/QvYcdh8cfZ"
Tweet,"EMOL SOCIAL FACTS | Ministra Rojas e “impuestos correctivos”: Alzas, proyecciones y factibilidad
&gt; Abogados, economistas y parlamentarios explican sus implicancias en el alza tributaria y los gastos de los chilenos.
https://t.co/wfNqOVEE7o https://t.co/m3o2UzHZ1F"
Tweet,"EMOL SOCIAL FACTS | Caída del Imacec en febrero: Factores que incidieron y la tendencia esperada para lograr el repunte económico
&gt; Expertos exponen las cifras publicadas por el Banco Central, impacto para la economía nacional y proyecciones para el 2023.

https://t.co/3UaYeRRRur https://t.co/1P6BURkPzK"
Tweet,"EMOL SOCIAL FACTS | Legítima Defensa Privilegiada: ¿Qué es este concepto al que se opone el Partido Comunista?
&gt; Por qué es resistido por sectores de izquierda y lo que entrampa la iniciativa. Especialistas y parlamentarios abordan sus características.
https://t.co/KIhlM8wllB https://t.co/f1c4YRrMau"
Tweet,"EL COMENTARISTA OPINA | ""Carabineros y convivencia social"" - Por Matías Carrrasco 

https://t.co/l2njyQBaor https://t.co/JBMaconxYY"
Tweet,"EMOL SOCIAL FACTS | Chile como importante lugar de tránsito de cocaína hacia Europa y EE.UU: Cifras, fallas en puertos nacionales y medidas en curso
&gt; Problemas de las faenas locales y presupuestos, bajo la mirada del SNA y la Subsecretaría del Interior.
https://t.co/8fjDgDGHK5 https://t.co/eVr3lX5Cx6"
Tweet,"EL COMENTARISTA OPINA | ""Carabineros y convivencia social"" - Por Matías Carrrasco 

https://t.co/l2njyQACyT https://t.co/B50VvEEHTg"
Tweet,"EL COMENTARISTA OPINA | ""Lecciones de Silicon Valley Bank"" - Por Vito Sciaraffia

https://t.co/KB5FDESYPN https://t.co/73kp3jsoKB"
Tweet,"EMOL SOCIAL FACTS | Aumento de los ciberataques en Chile en 2023: Cifras, las formas más frecuentes y las consecuencias
&gt; Expertos explican el escenario chileno actual, la variación de los datos, cómo operan los hackers y los ataques más comunes. 
https://t.co/vxxmEiCo5F https://t.co/WeTnTywB2y"
Tweet,"EL COMENTARISTA OPINA | ""Lecciones de Silicon Valley Bank"" - Por Vito Sciaraffia

https://t.co/KB5FDESYPN https://t.co/WAcIqloYs9"
Tweet,"EL COMENTARISTA OPINA | ""Tensiones en la era de la Cosmologia de precisión"" - Por Timo Anguita Avaria

https://t.co/fmPw5PvQqx https://t.co/4g36pwfjHW"
Tweet,"EMOL SOCIAL FACTS | Agenda de seguridad entre el Gobierno y Congreso: Urgencias legislativas y la situación actual que enfrenta el país
&gt; Expertos en seguridad y parlamentarios exponen enfoques, necesidades y principales problemas que afronta Chile.
https://t.co/j3Xop7XYLn https://t.co/wYYcxLLTdt"
Tweet,"EL COMENTARISTA OPINA | ""Tensiones en la era de la Cosmologia de precisión"" - Por Timo Anguita Avaria

https://t.co/fmPw5PvQqx https://t.co/8TFWryoym2"
Tweet,"EMOL SOCIAL FACTS | ¿Cómo son las atribuciones policiales y las normas de protección a uniformados en otros países? El contraste con Chile
&gt; Facultades del uso de la fuerza y las jurisdicciones, bajo la mirada de investigadores y expertos en seguridad.
https://t.co/a5EGc1gfGG https://t.co/EPgtfEJMUy"
Tweet,"EMOL SOCIAL FACTS | Argentina, Bolivia y Venezuela: Las tensiones que complican la política exterior chilena
&gt; Los vínculos y las presiones con algunos países de la región latinoamericana, desde la perspectiva de ex embajadores, ex cancilleres y expertos.
https://t.co/PQ2XAxPHXj https://t.co/6s9GM09xhN"
Tweet,"EMOL SOCIAL FACTS | ¿Cómo es la narcocultura en Chile?: Mirada al fenómeno que sigue avanzando en las ciudades del país
&gt; Expertos en seguridad y parlamentarios abordan este concepto que se ha instalado en la sociedad, y su impacto para la ciudadanía.
https://t.co/UFetzjEMne https://t.co/nAurEtYYpH"
Tweet,"EMOL SOCIAL FACTS | Jornada laboral de 40 horas: ¿Cuál será su impacto para el mercado y la productividad?
&gt; Economistas y expertos abordan la moción aprobada por el Congreso, en contraste con las cifras de flexibilidad y desempeño laboral del país.
https://t.co/DjBiPG09AS https://t.co/eG5Cfu6Yoa"
Tweet,"EMOL SOCIAL FACTS | Demanda de extranjeros en servicios del Estado: Salud, educación, vivienda y la carencia de recursos disponibles
&gt; Parlamentarios y expertos dan cuenta de los principales problemas que enfrenta la crisis migratoria en Chile.

https://t.co/Lu87uAhh8W https://t.co/kBQAr6mQyW"
Tweet,"EMOL SOCIAL FACTS | Relación de Chile y Venezuela: El trasfondo de un vínculo con enfrentamientos recurrentes
&gt; Ante la polémica por la expulsión de migrantes ilegales, una revisión a los vínculos diplomáticos, bajo la mirada de académicos y expertos.
https://t.co/AyIgkOFmx5 https://t.co/QbC83Rcp42"
Tweet,"EMOL SOCIAL FACTS | 20.000 expulsiones administrativas pendientes a migrantes irregulares: Cifras, causas y cómo funciona el proceso
&gt; El SERMIG y expertos explican el marco legal, los requisitos y la tramitación para la deportación de extranjeros.
https://t.co/B6Yp4KILaA https://t.co/MsQABd03iC"
Tweet,"EMOL SOCIAL FACTS | Gripe Aviar: Los peligros que implica, cifras y medidas necesarias para paliar sus efectos
&gt; Las características, riesgos de contagio y su presencia en Chile, bajo el análisis de académicos y expertos de la salud.
https://t.co/hm9wa9ncsT https://t.co/uA0WhqBcD8"
Tweet,"EMOL SOCIAL FACTS | “Entreguemos las condiciones”: Lo que dice la ley y las iniciativas pendientes para la protección de funcionarios policiales
&gt; Cifras y las medidas para revertir esta situación, bajo la mirada de abogados penalistas y parlamentarios.
https://t.co/bQFdLF8eoP https://t.co/VAO5LyQcld"
Tweet,"EMOL SOCIAL FACTS | Despidos por necesidades de la empresa aumentaron un 21,8% en enero: Las cifras y lo que se espera

&gt; Economistas y expertos dan cuenta de los últimos datos disponibles, su variación, los factores y las proyecciones.

https://t.co/ZiOS7UGiMj https://t.co/xW4HUHJdri"
Tweet,"EMOL SOCIAL FACTS | Tope de 2,6% para subir los planes de salud: Impacto del reajuste para las Isapres y lo que se espera para este año
&gt; Un repaso a las cifras, la crisis que viven estas empresas, y las proyecciones futuras, según gremios y economistas.

https://t.co/I5ppSuv6wi https://t.co/umwOvl2JaA"
Tweet,"EMOL SOCIAL FACTS | Brecha de género en altos cargos alcanza hasta un 79% en Chile: Radiografía a la participación de la mujer cargos de poder

&gt; Evolución de la presencia femenina en esos puestos y la toma de decisiones, bajo la mirada de expertas.

https://t.co/z089pRFUeb https://t.co/Spdenec4sb"
Tweet,"EL COMENTARISTA OPINA | ""La desigualdad de género en las ciencias"" - Por María Isabel Cortez

ttps://n9.cl/ytm1v https://t.co/6T4ODogqxb"
Tweet,"EMOL SOCIAL FACTS | Fallo obliga erradicar el comercio ambulante del paseo Ahumada: Datos del problema y las medidas para combatirlo

&gt; Desde el municipio y la Cámara de Comercio de Santiago, se exponen las cifras y lo que se está haciendo al respecto.
https://t.co/1xiaWhQL4T https://t.co/tvCtrRRNIP"
Tweet,"EL COMENTARISTA OPINA | ""La desigualdad de género en las ciencias"" - Por María Isabel Cortez

https://t.co/6FDPUZh0fo https://t.co/dDtL2AvmqY"
Tweet,"EMOL SOCIAL FACTS | Instalación de la Comisión Experta e inicio del proceso constitucional: Lo que se puede esperar para esta nueva etapa
&gt; La mirada de expertos para el comienzo del camino a la redacción de la próxima Constitución.
https://t.co/1xiaWhQL4T https://t.co/AdTrqGtVYL"
Tweet,"EMOL SOCIAL FACTS | Llamar a autoridades para resolver temas particulares: ¿Qué dice la ley y cuáles son los límites?
&gt; La perspectiva legal abordada por abogados, el ente regulador y el análisis a una práctica cuya habitualidad se desconoce.

https://t.co/1degXxPaDn https://t.co/mxoFsmlPxD"
Tweet,"EMOL SOCIAL FACTS | Royalty forestal: Radiografía a la iniciativa y viabilidad de la idea que genera discrepancias en el Gobierno

&gt; Gremios involucrados y economistas abordan la medida y el impacto económico que supondría para el sector.

https://t.co/gMG8Fcz2E0 https://t.co/fTaJYcuTOf"
Tweet,"EMOL SOCIAL FACTS | Inicio del juicio de caso SQM: Antecedentes, el marco legal y las penas que arriesgan los involucrados
&gt; Abogados analizan los hechos que generaron el proceso legal, junto con los eventuales plazos de extensión y posibles condenas.

https://t.co/AkJzJXRpEz https://t.co/vikNkFLmb4"
Tweet,"EMOL SOCIAL FACTS | Solicitudes de quiebra aumentan un 47% en un año: Análisis a esta alza y proyecciones
&gt; Economistas y abogados abordan las cifras del primer mes del 2023, en comparación con enero de 2022. Los números incluyen a empresas y personas.
https://t.co/xWVQ3Mp49a https://t.co/1EuK0I34GZ"
Tweet,"EMOL SOCIAL FACTS | Deuda pública al cierre del 2022: Lo que dicen las cifras y el efecto en la economía chilena
&gt; Economistas realizan una radiografía al escenario que enfrentó el pasivo estatal durante el año pasado y las proyecciones para el 2023.
https://t.co/CtI5ME9YSb https://t.co/FvitfgTaqj"
Tweet,"EL COMENTARISTA OPINA | ""¿Que edad tiene el universo?"" - Por Ronald Mennickent

https://t.co/7rRkiwU4KR https://t.co/jQ2Q0Sq79T"
Tweet,"EMOL SOCIAL FACTS | Política migratoria en Chile: Números registrados en los últimos años y cuerpo legal vigente
&gt; Desde el SERMIG, y bajo el análisis de abogados, se aborda el marco normativo, los cambios legislativos y la evolución de las cifras.
https://t.co/hJZaApxOuo https://t.co/tRnpbvs5Qi"
Tweet,"EL COMENTARISTA OPINA | ""¿Que edad tiene el universo?"" - Por Ronald Mennickent

https://t.co/7rRkiwU4KR https://t.co/GsnxzERD3o"
Tweet,"EMOL SOCIAL FACTS | Pactos del Consejo Constitucional: Diferencias y similitudes con el proceso fallido y las proyecciones
&gt; Analistas y parlamentarios abordan las nuevas listas, coaliciones y los candidatos presentados para las próximas elecciones.

https://t.co/cQ2z509EfS https://t.co/xBxRH6Ib3M"
Tweet,"EMOL SOCIAL FACTS | Incendios en Chile: Las cifras y consecuencias para el sector agrícola y forestal
&gt; Gremios y parlamentarios analizan las pérdidas asociadas tras la destrucción generada por las llamas en la zona centro-sur del país.

https://t.co/IFHPYrEjvm https://t.co/U1A8AoBmxo"
Tweet,"EMOL SOCIAL FACTS | Estancamiento de la democracia en América Latina: El impacto en la región, cifras y la realidad de Chile
&gt; Expertos abordan los resultados del informe “Democracy Index 2022”, realizado por The Economist Intelligence Unit (EIU).

https://t.co/AAyKYeFhKk https://t.co/V6r0TF7vc3"
Tweet,"EMOL SOCIAL FACTS | Cárceles en Chile: Radiografía al preocupante estado de los recintos penitenciarios
&gt; Según datos de Gendarmería correspondientes al 2022, la población de reos aumentó en un 15%. Expertos y parlamentarios abordan el escenario actual.
https://t.co/Zay81TjPAp https://t.co/qCoB1avRg7"
Tweet,"EMOL SOCIAL FACTS | Índice de Transparencia Internacional: Niveles de corrupción en Chile en contraste con Latinoamérica
&gt; La mirada de analistas y expertos frente a la posición del país, junto con las cifras asociadas a esta problemática.
https://t.co/M0c5X9bfxW https://t.co/SCMRu6RPLt"
Tweet,"EMOL SOCIAL FACTS | Alza en el desempleo: Los números más preocupantes y los factores asociados
&gt; Economistas analizan las tasas y datos que registró el mercado laboral en el 2022, junto con las principales causas y sectores más afectados.

https://t.co/r89KSUarwW https://t.co/lNPexXybda"
Tweet,"EMOL SOCIAL FACTS | Tomas ilegales en terrenos fiscales: Revisión a las cifras actuales 
&gt; El Presidente Boric instruyó poner a disposición este tipo de propiedades del Estado para enfrentar la emergencia habitacional. Expertos abordan el escenario.
https://t.co/b5diir9bXV https://t.co/D8aqEJiT4B"
Tweet,"EMOL SOCIAL FACTS | Congreso aprueba y despacha proyecto de infraestructura crítica: Detalles de la futura ley y sus proyecciones
&gt; Argumentos de parlamentarios y analistas sobre la propuesta y los cambios en la postura del Gobierno frente a las FF.AA.
https://t.co/j2PYNjD0iz https://t.co/9mL16wAPc4"
Tweet,"EMOL SOCIAL FACTS | Congelamiento de tarifas para el transporte público: Mirada técnica y costos asociados
&gt; Cifras actuales de evasión, lo que se pierde al año y viabilidad de la medida, desde la perspectiva del Ministerio de Transportes y especialistas.
https://t.co/dptS8cu2TH https://t.co/WFDj1DZF4f"
Tweet,"EMOL SOCIAL FACTS | Política exterior de Chile y los episodios más comentados: La mirada a cómo se han conducido las relaciones internacionales
&gt; A raíz de la filtración de un audio, revisión a los principales hechos en la administración de Boric.

https://t.co/gn9OPvAy7O https://t.co/eTBt33CCGT"
Tweet,"EMOL SOCIAL FACTS | “Sur”, la moneda única que impulsan Argentina y Brasil: La mirada técnica y viabilidad de esta medida
&gt; Radiografía a la iniciativa bajo la visión de economistas, las declaraciones del Ministerio de Hacienda y el impacto para Chile.
https://t.co/A1mhXJke8M https://t.co/1oyLaVJQds"
Tweet,"EMOL SOCIAL FACTS | Archivos maliciosos, ransomware y ciberataques: Las preocupantes cifras de 2022 y qué esperar el 2023 en Chile
&gt; Expertos explican y evalúan lo que enfrentó la ciberseguridad en el país, junto con los tipos de ataques más comunes.
https://t.co/ldBZfuLjPW https://t.co/Mv89I6yaWh"
Tweet,"EMOL SOCIAL FACTS | Contracción en la inversión inmobiliaria: Datos, proyecciones e inquietudes de este mercado
&gt; La visión de los gremios y economistas en torno a las cifras, lo que se prevé para el futuro, y las consecuencias para el sector.

https://t.co/GnSND9PZPx https://t.co/PcpR4TIfbJ"
Tweet,"EMOL SOCIAL FACTS | Asesinato a comisario de la PDI: Cifras de agresiones a policías y el impacto de esta violencia creciente
&gt; Expertos y parlamentarios abordan los efectos que generan los ataques contra uniformados, y las medidas a implementar.
https://t.co/ahwcPaFK8H https://t.co/sBn2r5f48U"
Tweet,"EMOL SOCIAL FACTS | Estudio muestra que el 65% de los chilenos tiene problemas con sus gastos mensuales: La realidad de los datos y causas asociadas
&gt; Ante el complicado escenario del país, economistas abordan el momento actual.
https://t.co/9bq4qkxkEC https://t.co/86EuRAtStt"
Tweet,"EMOL SOCIAL FACTS | Asaltos a transporte, centros portuarios y logísticos en Chile: Las cifras, objetos más robados y lugares afectados
&gt; Gremios logísticos, PDI y expertos explican el impacto de estos delitos en el último tiempo.
https://t.co/oDRTiK6f5m https://t.co/uCRu2Ri0wP"
Tweet,"EMOL SOCIAL FACTS | Crisis en las isapres: Detalle de las graves dificultades del momento actual y proyecciones para el 2023
&gt; Ante una situación que no mejora, los análisis que entregan Clínicas de Chile, economistas y expertos.
https://t.co/adXal5f8yp https://t.co/OPAO88RufM"
Tweet,"EMOL SOCIAL FACTS | Ansiolíticos, antidepresivos y automedicación: Causas y efectos del aumento de su uso para la salud mental en Chile
&gt; Según el Minsal, la pandemia y la incertidumbre económica han incidido en el alza. Expertos abordan las cifras.
https://t.co/V21pDwTITF https://t.co/tcXtNa5Hvw"
Tweet,"EMOL SOCIAL FACTS | Pago de contribuciones en predios tomados: Las dificultades que enfrentan los dueños de terrenos usurpados
&gt; Abogados tributaristas y gremios agrícolas profundizan en los problemas de los propietarios respecto de estos impuestos.
https://t.co/87aSKaxHx5 https://t.co/scRgzgRwvK"
Tweet,"EMOL SOCIAL FACTS | Revocar indultos en Chile: ¿Qué dice la Ley ante los cuestionamientos tras la decisión presidencial?
&gt; Expertos explican los detalles de la normativa en torno a la revocación de este beneficio.
https://t.co/aDfoeHaIJX https://t.co/iG1omLHT0B"
Tweet,"EMOL SOCIAL FACTS | Proyecto busca sancionar con cárcel las usurpaciones: Lo que contempla la iniciativa y su eventual efectividad
&gt; Abogados expertos en derecho penal, parlamentarios y gremios agrícolas abordan las potenciales implicancias.
https://t.co/VyjyB8L2QC https://t.co/WaE8pCiBnK"
Tweet,"EMOL SOCIAL FACTS | Indulto a reos reincidentes: ¿Cómo funcionan los beneficios para ellos y cuál es la realidad del país en esta materia?
&gt; Bajo la mirada legal, exfiscales explican la reincidencia, sanciones, criterios y críticas por el garantismo.
https://t.co/9vrosnmF2H https://t.co/On7UcK9Svx"
Tweet,"EMOL SOCIAL FACTS | Aumento de homicidios en 43% el 2022: Las cifras y factores que incidieron en esta alza
&gt; En relación a las cifras de Carabineros y PDI, la Subsecretaría del Interior y expertos abordan las medidas y  propuestas contra estos delitos.
https://t.co/WDUD2uBC8e https://t.co/3ENkpSUFk0"
Tweet,"EMOL SOCIAL FACTS | Desaprobación de Boric llega a 61% en encuesta CEP: Los factores que han incidido y lo que se proyecta de cara al futuro
https://t.co/lK16XBDxVk https://t.co/nRluIpeVh2"
Tweet,"EMOL SOCIAL FACTS | La mirada especializada del indulto en Chile: Expertos aclaran sus fundamentos y alcances
&gt; Abogados explican los principios regulatorios que rigen, precisando los criterios y los tipos de causas que proceden.
https://t.co/FH3imTVw3G https://t.co/DtC1QAhZBI"
Tweet,"EMOL SOCIAL FACTS | Complejo panorama del mercado laboral: La gran inquietud que existe, las cifras y lo que se espera en 2023
&gt; Subsecretario del Trabajo y economistas abordan los escenarios, así como los sectores que podrían verse más afectados.
https://t.co/iRqBZiriXe https://t.co/6DtoKC1NOx"
Tweet,"EMOL SOCIAL FACTS | Delitos sexuales contra menores: Las cifras actuales y el marco normativo que rige en Chile
&gt; Durante el primer semestre, 18.000 niños han sufrido estos delitos. Penalistas abordan el tema, que incluso proyecta un aumento en 2022.
https://t.co/1mYjoRNd3I https://t.co/ZlFmRrZ0bM"
Tweet,"EMOL SOCIAL FACTS | Funas, su origen como práctica política y lo que representan
&gt; Ante un escenario donde la “cultura de la cancelación” es cada vez más reiterada, analistas, sociólogos e historiadores abordan el fenómeno, su origen y casos emblemáticos.
https://t.co/jAHgvZbjQJ https://t.co/y5y9MBvdfO"
Tweet,"EMOL SOCIAL FACTS | IVA a los servicios: Los cambios legislativos y cómo impactarían a la economía nacional
&gt; Expertos abordan la medida, vigente a partir del próximo 1 de enero y que gravará a actividades profesionales prestadas en Chile.
https://t.co/IekIXPk6TA https://t.co/j3ZoK5P45Z"
Tweet,"EL COMENTARISTA OPINA | ""La fuerza de la vocación"" - Por Rodrigo Figueroa Weitzman 

https://t.co/a9pt2ILGG4 https://t.co/12pdqUtKnU"
Tweet,"EMOL SOCIAL FACTS | Cárceles para presos de pueblos originarios: Radiografía al escenario legal actual ante propuesta del Gobierno
&gt; Desde el punto de vista normativo, abogados abordan los estatutos jurídicos que rigen al sistema penitenciario.
https://t.co/ERmlXe6VxP https://t.co/WAJiYM20yu"
Tweet,"EL COMENTARISTA OPINA | ""La fuerza de la vocación"" - Por Rodrigo Figueroa Weitzman 

https://t.co/a9pt2ILGG4 https://t.co/43ttzShpTy"
Tweet,"EL COMENTARISTA OPINA | ""El sombrío pronóstico 2023 del Banco Central"" - Por Vito Sciaraffia 

https://t.co/ycYZGtQmh3 https://t.co/x9q145t1yT"
Tweet,"EL COMENTARISTA OPINA | ""El sombrío pronóstico 2023 del Banco Central"" - Por Vito Sciaraffia 

https://t.co/ycYZGtQmh3 https://t.co/2mPlagcdE6"
Tweet,"EMOL SOCIAL FACTS | Ley REP: ¿En qué consiste y cuáles son los niveles de reciclaje que existen en Chile?
&gt; Expertos y empresas ligadas a la revalorización de residuos explican la normativa y los desafíos futuros para las compañías.
https://t.co/avtGsaPnHb https://t.co/cgkFZcQVjf"
Tweet,"EMOL SOCIAL FACTS | Guerra entre Rusia y Ucrania: El estado actual y las posibles salidas al conflicto
&gt; Expertos abordan las cifras que ha dejado la disputa, el impacto económico, cantidad de muertes y los efectos en la región latinoamericana.
https://t.co/TtgXBxkxmG https://t.co/s0jsCC8Gfz"
Tweet,"EMOL SOCIAL FACTS | Política Nacional contra el Crimen Organizado (PNCO): Los detalles de esta medida, qué tan realista es y lo pendiente
&gt; Parlamentarios y expertos en seguridad pública se refieren a los principales lineamientos.
https://t.co/ZL0sUwc6ox https://t.co/agq0OeODfm"
Tweet,"EMOL SOCIAL FACTS | Conadi compra tierras usurpadas y las entrega a comunidades que impulsaron ocupaciones: ¿Cómo funciona el proceso?
&gt; Desde el Ministerio de Bienes Nacionales, junto a expertos, se abordan los criterios en el marco de la Ley Indígena.
https://t.co/ORl415m1oG https://t.co/wicy3WuvHb"
Tweet,"EMOL SOCIAL FACTS | Alza de la canasta básica: Las cifras y potenciales medidas para paliar los efectos
&gt; Desde la mirada de la Subsecretaría de Evaluación Social y economistas, se analizan las implicaciones y las posibles acciones a considerarse.
https://t.co/xox0lgGkfS https://t.co/t8CIIXH3Pe"
